link,news,tagline,,,,
https://tribune.com.pk/story/1894361/1-watch-fisherman-witnesses-rare-waterspout-phenomenon-off-sindh-coast/,The rare weather phenomenon occurred in Pakistan for the third time,WATCH: Fisherman witnesses rare 'waterspout' phenomenon off Sindh coast,,,,
https://tribune.com.pk/story/1894329/1-committee-formed-probe-balochistan-bus-truck-collision/,Report to be submitted within seven days,Committee formed to probe Balochistan bus-truck collision,,,,
https://tribune.com.pk/story/1894340/1-kartarpur-deal-india-invites-delegation-in-response-to-pakistans-invitation/,The team likely to visit New Delhi in late Feb or early March,India dragging feet on Kartarpur corridor opening,,,,
https://tribune.com.pk/story/1894314/1-pm-imran-vows-make-overseas-nationals-proud-naya-pakistan/,Premier addresses Pakistani diaspora at an event in Doha,PM Imran vows to make overseas nationals proud of 'Naya Pakistan',,,,
https://tribune.com.pk/story/1894213/9-pakistani-man-attempting-take-dubai-driving-test-friend-lands-jail/,The friend accused of aiding by giving his papers also awarded three-month sentence following deportation,Pakistani man attempting to take Dubai driving test for friend lands in jail,,,,
https://tribune.com.pk/story/1894290/2-oil-drops-nearly-2-china-slowdown-bites/,China reports lowest annual economic growth in nearly 30 years,Oil drops nearly 2% as China slowdown bites,,,,
https://tribune.com.pk/story/1894269/1-free-wifi-service-suspended-public-places-punjab/,PITB sources say the board hasnt paid dues amounting to Rs150 million to PTCL,Free WiFi service at public places suspended in Punjab,,,,
https://tribune.com.pk/story/1894210/1-jit-hold-ctd-responsible-sahiwal-killings/,"CTD officials will be tried in ATC, says Punjab law minister",JIT holds CTD responsible for innocent familys killing in Sahiwal operation,,,,
https://tribune.com.pk/story/1894218/1-sikh-biker-challaned-not-wearing-helmet-despite-exemption/,The community is exempted from helmet laws in Peshawar due to their religious headdress,Sikh biker challaned for not wearing helmet despite exemption,,,,
https://tribune.com.pk/story/1894196/1-uae-approves-3b-bailout-package-pakistan/,"Loan reflects Abu Dhabi's keenness to bolster Pakistans economy, help its government achieve financial stability",UAE formalises $3b deposit into SBP to support Pakistans economic growth,,,,
https://tribune.com.pk/story/1894169/1-k-p-gets-first-female-ombudsperson/,Rukhshanda Naz is a human rights activist,K-P gets its first female ombudsperson,,,,
https://tribune.com.pk/story/1894189/1-sikh-community-qatar-lauds-pm-imrans-kartarpur-initiative/,Representatives of Sikh community meet the visiting premier in Doha,Sikh community in Qatar lauds PM Imrans Kartarpur initiative,,,,
https://tribune.com.pk/story/1894122/1-pms-vision-maintain-friendly-ties-states-turning-reality-fm-qureshi/,Minister says Pakistan's image is improving in the world due to the efforts of PTI,PM's vision to maintain friendly ties with all states turning into reality: FM Qureshi,,,,
https://tribune.com.pk/story/1894147/1-unga-president-meets-coas/,UNGA president praised the Pakistan Army's role in maintaining stability and peace for the UN,UNGA president meets COAS,,,,
https://tribune.com.pk/story/1894110/1-nab-forms-team-probe-fake-accounts-case/,Decision comes in light of SC judgment in the suo motu case against PPP top leadership,NAB forms team to probe fake accounts case,,,,
https://tribune.com.pk/story/1894105/1-sc-bans-construction-wedding-halls-malls-residential-plots-karachi/,"Karachi registry seeks details of wedding halls, malls and plazas constructed in the last 40 years","SC bans construction of wedding halls, malls on residential plots in Karachi",,,,
https://tribune.com.pk/story/1894075/1-pm-imran-meets-emir-qatar-doha/,"Sheikh Tamim, PM Imran discuss trade, military cooperation",Qatari Emir assures Pakistan of support in diverse fields,,,,
https://tribune.com.pk/story/1894040/1-another-american-hunts-markhor-g-b-pays-1-05m-permit/,"Of the amount paid by him, 80 per cent went to the community as a reward for conserving the wildlife","Another American hunts Markhor in G-B, pays $105,000 for permit",,,,
https://tribune.com.pk/story/1893982/1-15000-people-placed-blacklist-senate-panel-told/,Senators question the legality of the blacklist,"Over 15,000 people placed on blacklist, Senate panel told",,,,
https://tribune.com.pk/story/1893987/1-sahiwal-tragedy-lhc-summons-ig-punjab/,"A judicial inquiry can only take place on the request of the Punjab government, says chief justice LHC",Sahiwal tragedy: LHC summons IG Punjab,,,,
https://tribune.com.pk/story/1893977/1-tlp-leaders-sent-14-day-judicial-remand-atc/,Strict security measures were made in and outside the special court in Lahore,TLP leaders sent on 14-day judicial remand by ATC,,,,
https://tribune.com.pk/story/1893957/1-elderly-exempted-hajj-balloting-year/,Ministry of Religious Affairs eases rules for citizens above 80; exempts them from Hajj balloting,Elderly exempted from Hajj balloting this year,,,,
https://tribune.com.pk/story/1893940/1-sc-takes-notice-threatening-phone-calls-parveen-rehmans-family/,Court instructs federal and provincial governments to trace the person responsible for the threatening phone calls,SC takes notice of threatening phone calls to Parveen Rehmans family,,,,
https://tribune.com.pk/story/1893936/1-sc-acquits-eight-suspects-kidnapping-case/,Suspects were accused of kidnapping Muhammad Siddique in 2011,SC acquits eight suspects in kidnapping case,,,,
https://tribune.com.pk/story/1893922/1-nawaz-shifted-hospital-medical-examination/,Former premier is expected to go through echo and thallium scan tests today,Nawaz shifted to hospital for medical examination,,,,
https://tribune.com.pk/story/1893892/1-afp-fact-check-no-food-inflation-not-risen-20-per-cent-pakistan/,Official statistics show that food inflation fell in the second half of 2018,"AFP fact check: No, food inflation has not risen to 20% in Pakistan",,,,
https://tribune.com.pk/story/1893882/1-army-paf-teams-rescue-stranded-tourists-nathia-gali/,Tourists shifted to safe places in Murree and Kalabagh,"Army, PAF teams rescue stranded tourists in Nathia Gali",,,,
https://tribune.com.pk/story/1893658/1-khasadars-demand-merger-police-k-p/,Say will stage a sit-in if demand not met,Khasadars demand merger with police in K-P,,,,
https://tribune.com.pk/story/1893663/1-documentation-forest-resources-starts-mansehra/,Five thousand hectares of degraded land marked for afforestation,Documentation of forest resources starts in Mansehra,,,,
https://tribune.com.pk/story/1893669/1-k-p-govt-team-paf/,Minister for Tourism Atif Khan says five new skiing resorts will be established with the support of PAF in K-P,K-P govt to team up with PAF,,,,
https://tribune.com.pk/story/1893699/1-online-attendance-testimony-system-suspended-rawalpindi-courts/,The method had been introduced by former district and sessions judge Sohail Nasir,"Online attendance, testimony system suspended in Rawalpindi courts",,,,
https://tribune.com.pk/story/1893696/1-pregnant-woman-husband-gunned-mirabad/,Police officers suspended for demanding bribe from citizens at check-post,"Pregnant woman, husband gunned down in Mirabad",,,,
https://tribune.com.pk/story/1893667/1-third-season-shangla-galiyat-blanketed-snow/,"Officials warn tourists to come prepared, tie chains on wheels for traction on slippery roads","Third of the season: Shangla, Galiyat blanketed in snow",,,,
https://tribune.com.pk/story/1893702/1-pakistan-among-top-contributors-un-missions/,UNGA President Maria Fernanda Espinosa visits Centre for International Peace and Stability (CIPS) at NUST on Monday,Pakistan among top contributors of UN missions,,,,
https://tribune.com.pk/story/1893690/1-varsity-six-new-degree-colleges-established-rawalpindi/,"Staff, not space, is what district colleges suffer from most in the garrison city","Varsity, six new degree colleges to be established in Rawalpindi",,,,
https://tribune.com.pk/story/1893708/1-film-islam-khuja-shown-pnca/,The film highlights the events from the Khorezm Kingdom,Film 'Islam Khuja' shown at PNCA,,,,
https://tribune.com.pk/story/1893713/1-senate-panel-directs-lg-transfer-imcs-funds-soon/,Finance ministry told to separately allocate funds for IMC and CDA in next budget,Senate panel directs LG to transfer IMCs funds soon,,,,
https://tribune.com.pk/story/1893715/1-capital-police-arrest-157-suspected-drug-peddlers-bootleggers/,Islamabad police launch a special crackdown against those involved in supplying drugs at educational institutions,"Capital police arrest 157 suspected drug peddlers, bootleggers",,,,
https://tribune.com.pk/story/1893761/2-kashmiri-diaspora-hailed-highlighting-issue/,AJK president says they are raising awareness about rights violations in the valley,Kashmiri diaspora hailed for highlighting issue,,,,
https://tribune.com.pk/story/1893706/1-rains-bring-cold-back-twin-cities/,"Water stands on multiple thoroughfares causing traffic snarl-up, polio campaign postponed",Rains bring cold back to twin cities,,,,
https://tribune.com.pk/story/1893721/1-survey-islamabads-archaeological-sites-completed/,Official says second phase of the project involves upgrading sites to receive visitors,Survey of Islamabads archaeological sites completed,,,,
https://tribune.com.pk/story/1893725/1-government-mulls-extending-leh-expressway-8km/,"Project to also include commercial area, flood canal amid ballooning cost",Government mulls extending Leh Expressway by 8km,,,,
https://tribune.com.pk/story/1893742/1-opposition-senators-reject-initial-report/,Joint session calls for immediate arrest of officer involved in incident,Opposition senators reject initial report,,,,
https://tribune.com.pk/story/1893745/1-pms-qatar-visit-enhance-cooperation-fm/,"Imran to discuss export of skilled, unskilled workforce ahead of football event",PMs Qatar visit to further enhance cooperation: FM,,,,
https://tribune.com.pk/story/1893739/1-shujaat-decide-pml-q-pti-alliance/,Party lawmakers express reservation over govts negative attitude,"Shujaat to mull over PML-Q, PTI alliance",,,,
https://tribune.com.pk/story/1893752/1-senators-demand-audit-cdt-encounters/,"Unsatisfied over JIT constitution, senators demand independ commission to probe incident",Sahiwal tragedy: Senators demand audit of CTD encounters,,,,
https://tribune.com.pk/story/1893758/1-g-b-govt-rejects-apex-court-verdict-status/,CM says regional govt to fight legal battle as per the wishes of its people,G-B govt rejects apex court verdict on status,,,,
https://tribune.com.pk/story/1893756/1-govt-develop-gwadar-smart-port-city/,"Bakhtiar directs authorities to make area greener, cleaner",Govt to develop Gwadar as smart port city,,,,
https://tribune.com.pk/story/1893627/1-woman-gunned-brothers-love-marriage/,24-year-old Raheela Bibi's husband sustained injuries in firing incident,Woman gunned down by brothers over love marriage,,,,
https://tribune.com.pk/story/1893544/1-aps-commission-reminds-defence-ministry-record-statements/,"Serving corps commander of Peshawar, brigadiers have failed to record statements so far",APS commission reminds defence ministry to record statements,,,,
https://tribune.com.pk/story/1893618/1-pashtun-activist-arrested-making-anti-state-speeches-karachi/,Alamzeb Mehsud arrested after appearing at a rally in the city on Sunday,Pashtun activist arrested for making anti-state speeches in Karachi,,,,
https://tribune.com.pk/story/1893549/1-least-17-die-hub-bus-tanker-collision/,Rescuers extinguish the blaze after hectic effort,26 perish in Hub bus fire sparked by crash,,,,
https://tribune.com.pk/story/1893510/1-gripped-fear-terrorist-attacks-k-ps-peace-committee-members-fight/,Terrorists have targeted members of committee ever since its formation in 2008,"Gripped by fear of terrorist attacks, K-P's peace committee members fight on",,,,
https://tribune.com.pk/story/1893466/1-sahiwal-shootout-stirs-heated-debate-national-assembly/,Opposition will not rest till truth behind encounter comes out: Shehbaz,Tempers fray in NA over Sahiwal tragedy,,,,
https://tribune.com.pk/story/1893454/1-cant-execute-someone-whims-will-wait-sahiwal-jit-report-punjab-cm/,"Whatever action I would take it would seem to be implemented, says Usman Buzdar","Can't execute someone at whims, will wait for Sahiwal JIT report: Punjab CM",,,,
